"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76"
1,-1,-1,1,-0.50480432708587,-0.44586958829393,-0.424187781526189,-0.302055222006958,0.8,0.0864314449749623,0.199927484552043,-0.10517511056015,0.75,0.202150321279834,0.00794918635344394,0.0320256356759606,-0.0399746686189233,0.0816825967747192,0.0309978254567558,-0.0309874484830774,-0.0898326306277421,0.00791568434288448,-0.283341382394913,0.2,0.3,0.3,-0.476019058782741,-0.2,0.7,-0.104861474678946,-0.020118465422187,0.123349008046388,-0.188074673875482,-0.0416195675692208,-0.322817762031104,0.171287816371571,0.0499727083753777,0.317125397870982,-0.044457722812108,-0.0503453879073856,-0.0288495926063462,0.0791008477356333,0.0316989146764001,0.0417116029959435,-0.16411257495739,0.0781697243038629,0.00341324361157806,-0.00552522227461789,0.0213414554131877,0.207151445349076,0.132372213643999,0.137002054253938,0.0996848393083781,0.103358473653263,-0.0349099725338569,-0.05634442576737,-0.152403862352939,-0.0618831562730045,-0.132039813899161,-0.12956720329368,0.0244059350749569,0.0409709240582765,0.124199865680524,0.0815313744594172,0.00943168489686232,-0.0408224768368218,0.0221000719266787,0.00341798109622631,0.0160704365992827,-0.0103256221142648,0.0860221390971871,-0.2,-0.2,-0.430284257542614,0.202247340852985,-0.0803230356038165
-1,1,-1,-0.472691062863956,1,-0.476993766948499,0.9,-0.545740029333268,-0.402335993250326,0.162298440572993,-0.0339675568855028,0.153331099993299,0.6,0.0763635106983821,-0.0240059445094382,0.0723141384263112,-0.0483073374978462,0.0997313677835281,-0.0454504260857542,0.000473918257648076,-0.00330509891364815,-0.0514116560436159,-0.132759738547232,0.4,-0.17487597104242,-0.246546757814071,0.179991512714494,0.3,0.3,-0.0125726160320286,0.0324062191332711,0.0271329929768915,0.0981980800024079,0.0692896934371956,0.233003749587919,0.00935089134947402,0.0456471986574197,-0.264578966806433,-0.00881122392682434,0.113107999596044,-0.0684328887675397,-0.00283314872719044,0.0663552759975488,0.051534806754189,-0.0268602846424995,-0.12257931439213,0.0460762533031608,0.0570956875884582,-0.0300373188305225,0.209232548171535,0.186441750273897,0.030406617161686,-0.029834663380337,0.0918595164804746,0.0140172741809631,0.0428488430343046,-0.0741527291353065,-0.0545070389351932,-0.0641014297388608,-0.141633237612524,0.125848694873272,-0.0353589080296826,0.152901720515879,-0.0337285384957374,-0.0207411303814439,0.0909297772079899,0.013356756950671,-0.0605854044469444,-0.0522811395216376,0.0295504412334471,0.0882925511346818,0.0914342828500756,0.0965865109290427,0.258897497377563,0.037710546181203,0.0576276067280499
-1,-1,1,-0.446797121955907,-0.497319597980479,1,0.106206203592405,0.7,-0.109613702901312,-0.684650916120487,0.0698279785414542,0.133396813018819,0.8,0.0306278836872195,-0.000951677294386756,-0.0082052701115865,0.00915692038912582,-0.0172431921716036,0.0507774263956837,-0.0486181248851866,0.0403958014007143,-0.0250611360435725,0.2,-0.227858932778408,-0.105874187667219,-0.00651381548221644,0.136667317409069,0.3,0.7,-0.0325040031787474,0.0432610049886333,-0.043937442945273,-0.180890686600638,-0.0378578406301531,0.0927722525333758,0.0786851769756647,0.123939241729528,-0.119130846689494,-0.00230700242672105,-0.146058601248494,0.159170780386707,-0.0817661895023179,-0.0983423355080849,-0.0680062386713682,0.13540361416713,0.0415443686984521,-0.078784358828881,-0.0379142190233557,-0.0138367577999005,0.278579586331977,0.235129954164716,0.100898593351396,-0.0208280346454956,0.198033517718326,-0.0178580721871564,0.0475077142205637,-0.0643028615180847,-0.191972199008308,-0.10397751678084,-0.148178663074079,0.151971244616846,-0.0195217483538614,0.0892536391687086,0.0385323777687582,0.023590848057996,-0.0235011236953866,-0.100066622166936,0.0318253274318645,0.0769460556315734,-0.00869944845131576,0.019661748942885,-0.190850666179176,-0.0698958744544454,0.0666032033829059,0.0594583658014995,0.124243392985094
1,-0.472691062863956,-0.446797121955907,1,-1,-1,-0.576793473309954,-0.236358253433214,0.55074611077204,0.257671459634221,0.0238138626903974,-0.14884213729219,-0.0160493962928246,0.112733660325793,0.0304541377036852,0.023014529288933,-0.0534687073950186,0.079973534737602,-3.87264780654231e-05,-0.017058632093317,-0.0987561619188085,0.0357283535210994,-0.196074403330254,0.1652183637529,0.277107423881358,0.235755664972691,-0.477350792183938,-0.266325929434976,0.138251742356975,-0.0449535829258013,-0.0292821121970322,0.154191923295974,-0.0836541342928649,-0.0486570923175936,-0.215860397022502,0.0395283377430364,0.0446117148797424,0.27612460957703,-0.0485027456075544,-0.0207723198298203,-0.064985856999965,0.106029802708656,0.0453702180877932,0.0192599470733457,-0.209105398412271,0.106182666930648,-0.00743426860158172,0.0290911613966711,0.00469972238232714,-0.0181645852860884,-0.0388448473856848,0.00751371728745584,0.036694994882326,-0.0275193661737857,0.00682645715458074,-0.0446381474037523,0.0156999836168253,-0.001240402664617,-0.0109332044978458,-0.00136093088847832,-0.10125837597518,0.0641845362083539,-0.00426538609077519,0.0537278588306682,0.0139226108995877,-0.0757683305145799,0.0407361855284055,0.0191390955017839,0.00150937274404397,0.000275139013249134,0.0838516655803663,-0.0742524160372795,-0.0800000422610298,-0.295187972806519,0.0758702776250135,-0.046009197787251
-0.50480432708587,1,-0.497319597980479,-1,1,-1,0.664881929875825,-0.540200550679225,-0.373903939680429,0.265928062715679,-0.00826001921844051,0.064815566770962,0.0299542904622474,-0.0467374957279948,-0.0257412392725844,0.0314420516006041,-0.00570033207680752,0.0314541431049156,-0.0531218966257696,0.0474759550846218,0.0205140711247119,-0.0463965769425266,-0.0682757720386994,0.213563373954949,-0.170502384447154,-0.229179499369945,0.259067881029421,0.116704926267183,-0.24788906905159,0.011041471857248,-0.00549349181825369,-0.0691244809045332,0.149784480007635,0.0895764352410998,0.13072189287525,-0.0462048057727876,-0.0603163516518723,-0.184347146622966,0.0255678709575141,0.135968199221064,-0.0923846364949243,-0.00780599160498224,0.0558942586094731,0.0571813976411242,0.0172675077326099,-0.146548179479701,0.0732405172067858,0.0270185973471624,0.00254063202326346,0.014308658773363,0.0241775226566513,-0.0114488284673017,0.00618236356894679,-0.000985520034915193,-0.00799622221036183,-0.00114989830866999,-0.0429409369844833,0.0560834781905237,-0.00481936606767603,-0.0306498061623823,0.0616359068315645,-0.0385129912231211,0.0629168941925345,-0.0504611738212221,-0.0430939689329865,0.095517522804443,0.0470611474216953,-0.0433160819043081,-0.0777483577334704,0.0217325418257721,-0.0222700919978468,0.133991647623138,0.0950368985432197,0.188937576072054,-0.0474695486832153,-0.0264215561316662
-0.44586958829393,-0.476993766948499,1,-1,-1,1,-0.0730701103647581,0.771461511121974,-0.172920790037778,-0.536196162944725,-0.00873911683878295,0.08940200440261,0.00153822985732964,-0.0569029219340763,-0.00517879255024287,-0.0515106441011215,0.0566890266667306,-0.106318905385932,0.0541189250317218,-0.0327183686703698,0.0765762832038357,0.00857002927435974,0.257883783096497,-0.368527426819351,-0.106372998636107,-0.00573852450679681,0.213516985148191,0.159743886213264,0.118259314910168,0.0294629550085813,0.0363834674346298,-0.081826646581056,-0.0740682228592038,-0.0411833207516132,0.0854667694632667,0.0141590163058461,0.0223817685733821,-0.0939456770394845,0.0212521450290367,-0.117559377983369,0.159044058459392,-0.0982829375083396,-0.101200499175431,-0.0756764110828819,0.189974272245682,0.0402265035888726,-0.0666526094746401,-0.0555839911418237,-0.00793724377873533,0.0244761850446693,0.0311308386665996,0.0117806513257416,-0.0414997314023028,0.0402348495248435,5.41807062914924e-05,0.0468045042551162,0.0187668264513183,-0.0640668637109809,0.0068784691926162,0.0194835390183081,0.0485564261547067,-0.0260153250012044,-0.047742807837031,-0.000730948751914911,0.0294809723955907,-0.0189761604805368,-0.0896356612636827,0.0234528246543262,0.0773361527787395,-0.0216191250252599,-0.0557011710700767,-0.0690630670031831,-0.0198361092993833,0.103396646622822,-0.0196906873574299,0.0755890392029144
-0.424187781526189,0.9,0.106206203592405,-0.576793473309954,0.664881929875825,-0.0730701103647581,1,-1,-1,-1,0.219879656112945,0.1064521754455,0.8,-0.00712493277941275,-0.0301045319934977,0.0892565251860533,-0.0591510197827695,-0.00549559605210929,0.0379061501669505,-0.0225867135080424,0.0289035220952454,-0.0388993657546195,-0.155342022963837,0.182333978264594,-0.0527658629910346,-0.177348318280713,0.214252480604645,0.23001034085588,-0.0862767139901199,-0.125392721220175,0.0287195804757167,-0.180738096487626,-0.0608184925608813,0.260576144749612,0.245433253405573,0.03857021237199,-0.0226065034603198,-0.296414927919848,-0.0256944491915627,0.0153731977168417,0.00863536140158989,-0.0237919944677111,0.0341730161559141,0.0301213812643083,0.0115416677364773,-0.0990440132403344,0.00775375940074473,0.0613511087896717,-0.0435431650770352,0.643982256734526,0.535082908282104,0.294203689427081,0.103298074293905,0.265468172408253,-0.139486545075416,-0.0741772962446698,-0.250109021898519,-0.126325986737826,-0.255191099939896,-0.35324095849427,0.355829761140782,-0.185724887426775,0.3837541817214,0.0754788638767358,-0.0258840726458199,0.0730917911418694,-0.0274816308293897,-0.0556234606352254,0.00027925134892835,0.0358528880888067,-0.0790346171917769,-0.1526319088998,0.0951417225253727,0.149574186328274,0.0277738567728728,-0.0855669055057986
-0.302055222006958,-0.545740029333268,0.7,-0.236358253433214,-0.540200550679225,0.771461511121974,-1,1,-1,-1,-0.40966167124739,0.0572805873623439,-0.416032137372253,0.0243274154195805,0.0573790251031198,-0.00060348357068383,-0.0567757546796322,0.0346026664574229,-0.0506400173569153,0.117834655023622,-0.051622263752869,-0.0495389515501563,0.362802101712974,-0.111854274216873,-0.222164215998044,-0.0403698661072696,0.00359163752986852,0.223333344241979,0.373643851014302,0.0636517771329688,-0.0442370781596704,0.23505261335013,0.0768117128262334,-0.236858631302694,0.258803002410364,-0.0572745392189434,0.220621818436006,-0.124543225479383,0.0251905607512256,-0.0700823598831907,-0.0436730146894509,-0.0674528403308731,-0.105393552257442,-0.107380682065313,0.0407427533717162,-0.0237704712899383,-0.0558723766280801,-0.105345561427836,0.0204045168547512,-0.323451004709815,-0.249087872206138,-0.270641942364972,-0.212583788557917,-0.107394448603485,0.212092134935401,0.137499008635945,0.351478095319947,-0.151952799252156,0.147898746837577,0.141516149281739,-0.174064353842096,0.217470806840402,-0.293482024032986,-0.0573035823253659,-0.0316130357078555,-0.120387078592518,-0.00442073648569763,0.168458708473435,-0.0836023039202037,0.0715047499378542,0.222427344707277,0.196611505863938,0.0787087915333059,0.353758907459921,-0.0426034263117332,0.33601865363899
0.8,-0.402335993250327,-0.109613702901312,0.55074611077204,-0.373903939680429,-0.172920790037778,-1,-1,1,-1,0.7488979213808,-0.314681106137553,0.95,-0.339944979205945,-0.00999564397483226,-0.0296731346376425,0.0396682951347738,-0.146190522720465,0.057671097518787,0.0227436971268583,0.0180943087994088,0.0466935154953823,-0.161368732302957,-0.464420583298958,0.410728305650018,0.234539940317401,-0.00938616946779662,-0.604471772161584,-0.7,-0.118333312864078,-0.0317789398722832,-0.5,-0.4685430984925,0.408716333533612,-0.660700985434342,-0.0100649652884185,-0.316968489796081,0.5,0.0287588332592771,-0.071908852254355,-0.00268647152864537,0.0272856074968173,-0.00956324136246889,0.0307508701225477,-0.0161655344881126,0.0571933137130767,-0.00896419540914069,-0.032740848431084,0.0502134356844915,0.436449699300077,0.316343193693004,0.469217158265427,0.46516478008637,0.223975379066802,-0.418045605759492,-0.386483428410228,-0.374846076012664,0.0947841482951847,-0.214130720599211,-0.252373979506837,0.2593168983943,-0.310826618286937,0.361914402413516,0.186431737025338,0.00663378934437938,-0.0109142196066138,0.0417185277076988,0.0411588337228244,0.000511126333088118,-0.0792780995696171,-0.478447717722599,-0.7,-0.165678936756291,-0.9,-0.124312947180356,-0.549051504216293
0.0864314449749623,0.162298440572993,-0.684650916120487,0.257671459634221,0.265928062715679,-0.536196162944725,-1,-1,-1,1,-0.490610488622368,0.134153165354318,-0.714882593082228,0.3,-0.0196702453063286,-0.0557990407856409,0.075469032326004,0.0997460842930679,-0.0365018741660304,-0.116684305270044,0.0102207120314769,0.0436567643979742,-0.0709620003829751,0.368362485697963,-0.108980018016958,-0.0106145761639107,-0.189604241204699,0.121260099038859,0.223191528491956,0.16205462613916,0.0459447905916057,0.414620404800218,0.416023339275122,-0.382388975081817,0.128121419519174,0.0326028226253473,0.0886969311641589,-0.0581592827852793,-0.0268830940692902,0.122482331904185,0.0396517134898128,0.0640591906089775,0.0825583520992157,0.050454051386858,-0.0345271888686946,0.0631030803079301,0.0568395789270105,0.0787393108028873,-0.0261198412466609,-0.683197891456368,-0.54515545559042,-0.438046801781386,-0.314313125779192,-0.352351294135965,0.305258013796575,0.289075092940267,0.228840078530311,0.185870314517389,0.288019156783163,0.424882647323495,-0.398041073241655,0.24171436831653,-0.400872004464942,-0.185377248643932,0.0486860324400285,0.0624428904537367,-0.00945982539285019,-0.154424527663583,0.0846801453044809,-0.0319268649707367,0.291801229159011,0.561966980548887,-0.0107535492781786,0.300230342337217,0.133299315381592,0.248821184794653
0.199927484552043,-0.0339675568855028,0.0698279785414542,0.0238138626903974,-0.00826001921844051,-0.00873911683878295,0.219879656112945,-0.409661671247391,0.7488979213808,-0.490610488622368,1,-0.170371719389085,0.8,-0.3,-0.0179198534831607,-0.0116903129770155,0.0296099683747341,-0.125141902296708,0.0412060109107242,-0.0142792801221293,0.0943203064005186,0.00303502735488604,0.00885870735541289,-0.6,0.177839923124215,0.288926400507794,0.102265353655545,-0.369109446998403,-0.7,-0.162821705423918,-0.00801378279294647,-0.8,-0.290872404051714,0.223668883146554,-0.707864848018609,0.0120814889802865,-0.268435900998224,0.333406631101821,0.00492974378810657,-0.0974864755222182,0.0134855040614136,-0.0201129776510137,-0.0199878369356381,0.0275892075166328,0.0354426442565689,-0.0784643861955618,-0.00444453179971836,-0.0144220886394486,0.0596174513392711,0.577683994049347,0.383243020564033,0.8,0.7,0.6,-0.383539741177281,-0.2,-0.711443977945968,0.2,-0.335831680590563,-0.433212248512512,0.36394896659598,-0.137319069493969,0.415121508224439,0.163859380123946,-0.00834053818998971,0.0109962299160386,0.0283609450636423,-0.0466960700091929,0.0557208344275368,-0.0400428439073454,-0.635146444191075,-0.554966044149118,-0.7,-0.9,-0.107041565708595,-0.473734317061063
-0.10517511056015,0.153331099993299,0.133396813018819,-0.14884213729219,0.064815566770962,0.08940200440261,0.1064521754455,0.0572805873623439,-0.314681106137553,0.134153165354318,-0.170371719389085,1,-0.189489822597543,0.552454851097607,-0.0588606813551833,0.0448732661647839,0.0139881041167578,0.185547607352918,-0.00142154436212232,-0.172759232316646,-0.04820030036274,0.037460289924176,-0.1,0.4,-0.41894846512713,0.2,-0.1,0.7,0.440854938686316,0.7,0.7,0.357309141844203,-0.0731356058431076,-0.483326074176723,0.0293585755500548,0.143046139091428,0.294884710370772,-0.0784605624254977,-0.0886417736549259,-0.0191986281904284,0.0518875754191429,-0.138222460473284,-0.0255125366473658,-0.00495211045588293,0.032151054845784,-0.0129926778207421,-0.0444955604226124,-0.0286926596061126,-0.0623304201893374,0.0197544456341829,0.0773292065504997,-0.106042753210296,-0.177439439848366,-0.0717800856696065,0.3,0.6,-0.254680842818056,-0.251672198828964,0.531776697821194,-0.239694588016229,-0.0875794168971196,0.0634536449781896,-0.0678935977240291,-0.205549550270416,0.541141415629392,-0.0454364671464917,-0.14487894811046,-0.134667324464103,-0.111494309226614,-0.103834334590114,0.335776214918216,0.0336422948731523,-0.301151577992967,0.140036071087145,0.290245669197946,0.383812947262114
0.75,0.6,0.8,-0.0160493962928246,0.0299542904622474,0.00153822985732962,0.8,-0.416032137372253,0.95,-0.714882593082228,0.8,-0.189489822597543,1,-0.3,-0.0264825850427572,0.0360021275639128,-0.00951929606758939,-0.173223422429425,0.0996196976439708,0.000582676166258042,0.0529113958778563,0.0191655213398388,-0.231252688378506,-0.330029313568499,0.318419655519728,0.0905954911854223,0.168233391425632,-0.329021284278438,-0.8,-0.209211698704255,-0.00821866287532505,-0.6,-0.448095459882135,0.7,-0.3363740018966,0.0335431518762806,-0.298474258112365,0.165577020367406,0.00367236367323291,-0.0805045656314348,0.0337544242499552,-0.00521118882263504,0.00172743681528327,0.0329371866556177,0.0172919619652663,-0.0117882914465268,-0.0174841474441767,0.0142314866866921,0.00797632504511851,0.9,0.7,0.9,0.7,0.6,-0.4,-0.3,-0.50703507700156,0.1,-0.391695098504252,-0.482637722023249,0.6,-0.4,0.7,0.3,-0.0143336197497427,0.0311971707131412,-0.00311814485404561,0.00133247994182529,0.0237638299132959,-0.0388197972181823,-0.48693603944969,-0.7,-0.0578399506860614,-0.58482663734533,-0.0780476632381966,-0.535771028190295
